1,36,3,9,44,0,2,2,0,0,2,0,3,1,1,2,3,1,1,0,0
3,24,4,2,37,3,2,4,0,0,4,0,5,2,1,1,2,1,1,0,1
3,15,4,3,13,0,2,4,0,0,2,1,3,2,1,2,2,1,0,0,1
1,9,1,1,51,0,4,2,1,0,4,3,7,0,2,1,3,2,1,0,0
1,16,4,0,11,0,0,2,0,0,3,2,6,2,2,3,0,1,1,0,1
0,12,2,3,6,1,3,4,0,0,1,1,2,2,1,1,2,1,0,0,0
1,18,0,2,32,0,2,1,1,0,4,2,3,0,1,2,2,1,1,0,1
3,24,2,9,45,3,2,2,0,0,3,1,5,2,1,3,3,1,1,0,0
1,48,0,9,38,1,3,4,0,0,4,3,3,2,2,1,1,2,0,0,0
1,45,2,3,30,1,2,4,0,2,4,1,2,2,0,1,2,1,0,0,0
1,12,2,2,9,1,1,4,1,0,4,2,2,0,0,4,2,1,0,0,0
1,18,3,2,42,0,4,4,0,0,3,3,4,2,1,1,3,1,1,0,0
3,9,4,6,9,2,4,4,0,0,2,2,5,2,1,2,2,1,1,0,1
3,12,4,0,14,0,4,4,0,0,1,0,3,2,1,2,1,2,0,0,1
0,30,4,1,106,0,4,3,0,0,4,3,3,2,2,3,3,2,1,0,1
3,12,4,2,19,0,4,4,0,0,4,0,4,2,1,3,2,1,1,0,1
1,12,4,4,14,0,3,4,0,0,3,1,2,2,1,1,2,1,0,0,1
0,24,2,9,65,0,2,2,0,0,2,2,2,1,1,1,1,1,0,0,1
3,12,2,1,14,3,3,3,0,0,2,1,5,2,1,1,2,1,0,1,1
3,9,4,3,30,4,2,1,0,0,2,0,3,2,1,2,2,2,0,0,1
3,36,2,3,38,4,4,2,1,0,4,0,4,2,1,1,1,1,1,0,1
0,27,0,9,52,0,0,2,0,0,4,1,5,1,1,2,2,1,1,0,0
2,30,3,9,19,0,4,4,0,0,4,0,6,2,1,1,3,1,1,0,0
3,36,4,3,33,4,4,4,0,0,2,2,5,2,1,1,2,1,1,0,1
2,36,2,3,39,0,2,2,0,0,2,0,2,2,1,1,2,1,1,0,1
0,24,2,2,30,0,2,2,0,0,2,0,2,2,0,1,1,1,0,0,1
3,10,2,0,13,0,2,2,1,0,4,2,6,2,1,1,2,1,1,0,1
1,12,2,3,6,0,1,4,0,2,1,0,2,0,1,1,1,1,0,0,1
0,12,2,6,12,4,2,4,1,0,4,1,2,0,0,1,2,1,1,0,1
3,24,3,9,29,4,2,4,0,0,4,0,3,2,1,2,2,2,1,0,1
3,15,2,1,46,0,2,3,0,0,2,2,3,2,1,1,2,1,1,0,1
1,48,2,3,109,3,3,1,0,1,2,3,2,0,1,2,2,1,1,0,0
0,12,2,2,78,0,4,4,0,0,4,3,5,2,2,1,3,1,1,0,0
3,9,2,3,14,0,3,4,0,0,2,2,2,2,1,1,2,1,0,0,0
0,24,2,2,31,0,1,4,0,0,1,3,2,0,2,1,2,1,0,0,1
3,9,2,0,25,2,4,2,0,0,4,3,5,2,2,1,1,1,0,0,1
3,12,2,3,21,1,3,3,0,0,1,3,3,2,1,1,2,1,0,0,1
1,18,2,3,8,0,2,4,0,2,2,0,2,2,1,1,1,1,0,0,1
0,24,2,3,18,0,0,4,0,0,2,2,3,1,1,1,3,2,0,0,0
1,6,2,0,145,4,0,1,0,0,2,1,2,2,1,1,0,1,1,0,0
1,21,2,9,27,1,4,4,0,0,2,2,6,0,0,2,1,1,0,0,0
3,12,4,3,12,0,2,4,1,0,2,1,3,2,1,2,2,1,0,0,1
0,30,2,3,25,0,4,1,0,2,3,1,3,2,1,1,2,2,0,0,1
0,24,2,0,9,4,4,4,1,0,2,2,2,0,1,1,2,1,0,0,0
3,6,2,3,15,0,3,3,0,0,2,1,5,2,1,1,2,2,0,0,1
3,12,4,9,11,0,2,3,1,0,2,0,2,2,1,2,2,1,0,0,1
3,12,1,8,34,2,2,4,1,0,3,0,3,2,1,1,1,2,0,0,1
3,24,2,9,12,0,3,4,0,0,1,0,2,2,1,1,2,1,1,0,1
3,12,4,3,7,0,4,4,0,0,4,0,5,2,1,3,2,1,0,0,1
2,24,2,2,19,0,2,2,0,0,2,0,2,2,1,1,2,1,0,0,1
0,6,4,0,6,3,3,3,1,0,4,0,3,2,1,2,1,1,1,0,1
1,9,2,2,20,4,3,2,0,0,1,2,2,2,1,1,2,1,1,0,1
1,60,3,3,74,4,2,1,0,0,1,0,2,2,1,1,1,1,0,0,1
3,24,4,3,26,0,2,4,0,0,2,0,3,2,1,2,1,1,0,0,1
0,12,1,3,21,0,2,4,0,0,1,3,2,2,2,1,2,1,0,0,0
3,15,2,1,38,1,1,1,1,0,4,2,2,2,1,1,2,1,1,0,1
3,11,4,3,11,1,0,4,1,0,4,0,5,2,1,3,1,1,0,0,1
0,12,2,2,16,0,2,2,0,0,2,0,2,2,1,1,2,1,0,0,1
0,24,2,3,16,0,4,4,1,0,4,2,5,2,1,1,2,1,0,0,1
0,18,4,0,53,0,4,2,0,0,4,3,3,2,2,3,3,1,1,0,1
3,10,4,0,12,0,4,3,0,0,4,0,3,2,1,2,1,2,0,1,1
1,15,2,3,8,0,4,4,0,0,3,2,3,2,1,1,2,2,0,0,0
3,36,4,9,63,4,4,4,0,0,4,0,3,2,1,2,2,1,0,0,1
0,14,2,0,89,0,4,1,0,0,4,1,4,2,1,1,3,1,1,1,0
3,12,4,2,14,2,3,3,1,0,4,2,3,2,0,1,2,1,1,0,1
1,48,2,3,30,0,3,4,0,0,4,0,2,2,1,2,2,1,0,0,0
0,30,2,5,119,0,1,1,0,0,1,3,3,2,1,1,1,1,1,0,0
3,18,4,3,24,0,2,2,1,0,2,2,2,2,1,2,2,1,0,0,1
3,6,2,2,46,0,1,1,1,0,4,1,3,2,1,1,2,1,0,0,0
3,24,2,3,19,1,2,4,0,0,4,2,2,2,0,1,3,1,1,0,1
3,12,2,2,15,0,2,4,0,0,2,0,5,2,1,1,2,1,0,0,1
2,18,1,3,14,4,3,4,0,0,4,2,4,0,1,1,1,1,0,0,1
3,15,4,2,15,4,4,4,0,0,4,1,6,2,1,1,2,1,0,0,1
1,24,4,0,38,1,1,4,0,0,2,2,3,2,1,1,2,1,1,0,1
0,47,2,0,107,0,1,1,1,0,1,0,3,2,1,1,1,1,1,0,1
0,48,2,1,47,0,3,4,0,0,3,1,2,2,1,1,2,2,0,0,1
1,12,2,3,10,0,2,4,1,2,4,0,4,2,1,2,2,1,1,0,1
0,24,3,3,10,0,1,4,0,0,4,0,4,1,1,1,2,1,0,0,0
3,12,2,9,10,0,2,2,0,0,2,0,2,2,1,1,2,1,1,1,1
1,36,2,1,93,0,1,1,0,0,4,2,2,2,0,1,3,1,1,0,0
0,24,4,1,64,0,4,2,1,0,4,3,4,2,2,2,3,2,1,0,1
3,48,4,9,76,4,4,4,0,0,2,2,4,0,1,2,3,2,0,0,1
1,48,2,2,99,0,1,1,1,0,2,2,2,2,1,1,2,1,1,0,0
3,12,2,1,46,4,1,1,1,0,4,2,2,2,0,1,2,1,0,0,1
3,10,2,0,12,4,4,4,0,1,2,1,4,2,1,1,1,1,0,1,1
3,18,2,2,25,0,2,3,0,0,4,0,4,2,1,1,2,1,1,0,1
1,21,4,2,27,3,3,3,0,0,2,2,3,2,1,2,2,1,1,0,1
3,6,2,0,6,0,0,1,1,0,4,0,5,2,1,1,0,1,1,0,1
2,24,4,0,13,4,3,4,0,0,2,0,3,0,1,2,1,2,0,0,0
0,10,4,0,10,0,3,4,0,1,3,1,4,2,1,2,2,1,1,0,1
3,48,4,0,101,2,2,2,0,0,2,3,4,0,2,1,2,1,0,0,0
3,6,2,2,15,3,2,4,0,0,2,0,3,2,1,1,2,1,0,0,1
1,8,2,2,12,0,2,3,1,0,4,0,2,2,1,1,2,1,0,0,0
1,48,2,10,53,4,0,3,0,0,4,3,4,0,2,1,0,1,1,0,1
2,24,2,2,37,0,1,2,1,0,4,2,2,2,1,1,2,1,0,0,1
1,12,2,0,6,0,3,2,0,0,3,2,2,0,1,1,1,1,0,0,0
2,4,2,0,14,4,1,1,0,0,2,0,2,2,1,1,1,2,0,1,1
0,36,1,2,27,0,4,4,0,0,4,2,3,0,1,1,2,1,0,0,0
0,12,2,2,7,0,2,2,0,2,3,1,3,2,1,1,1,2,0,0,1
1,24,2,2,43,4,2,1,1,0,4,1,4,2,1,1,1,1,1,0,1
0,15,3,2,36,0,4,1,1,0,4,1,2,2,1,2,1,1,0,0,1
0,24,2,1,29,0,3,2,0,0,1,3,3,2,2,1,3,1,1,0,1
0,18,2,2,26,3,2,4,0,0,2,2,2,2,1,1,2,1,0,0,1
3,18,4,0,10,0,2,4,1,0,3,0,3,2,1,2,2,1,0,0,1
0,8,4,0,33,0,3,1,0,0,4,0,3,2,1,2,1,1,0,1,1
3,24,2,0,15,3,3,4,1,0,3,2,3,2,1,1,2,2,1,0,1
1,6,2,3,10,0,4,4,0,0,4,2,2,2,1,1,2,2,0,0,1
0,24,4,1,66,0,0,2,0,0,4,3,7,2,2,2,3,1,1,0,1
3,18,4,6,18,1,2,4,1,0,2,0,3,2,1,2,2,1,0,0,0
1,60,2,0,74,1,1,4,1,0,2,1,2,2,1,1,3,1,0,0,0
3,48,4,1,115,1,2,2,1,0,4,2,2,0,0,2,1,1,0,0,0
0,24,0,2,41,0,4,3,0,0,4,3,2,0,0,2,2,2,0,0,0
0,6,4,2,33,0,2,1,0,0,4,0,4,2,0,1,3,1,1,0,0
1,13,2,3,21,0,1,2,1,2,4,1,2,2,1,1,1,1,0,0,1
0,15,2,4,12,4,2,4,1,0,2,2,2,2,0,1,2,1,0,0,0
0,24,2,2,41,0,2,4,0,0,4,1,2,2,1,1,2,1,0,0,1
0,21,2,2,35,0,3,1,1,0,4,2,2,2,0,1,1,1,0,0,1
1,18,2,3,32,2,1,1,0,0,3,0,2,2,0,1,2,1,0,0,1
1,18,2,9,44,0,4,1,0,1,1,0,3,0,1,1,3,1,1,0,1
2,10,2,0,39,0,1,1,0,2,1,1,3,2,1,1,1,2,0,0,1
3,15,4,3,14,0,2,4,1,0,2,2,4,2,1,1,1,1,0,0,1
1,24,2,3,37,2,0,1,1,0,4,3,2,2,0,1,0,1,0,0,1
3,9,2,4,12,0,1,1,1,0,4,0,2,2,0,1,2,1,1,0,1
1,9,2,2,9,0,2,1,1,0,2,2,2,2,1,1,2,1,0,1,0
3,18,4,1,32,4,0,2,0,0,4,3,3,2,1,1,3,1,1,0,1
0,12,0,3,61,0,2,4,0,0,2,1,2,2,0,2,2,1,1,0,0
1,24,2,0,12,0,1,4,0,0,2,0,2,1,1,1,1,1,0,0,0
3,36,3,3,44,0,2,4,0,0,2,2,2,2,1,2,3,1,1,0,0
2,12,2,3,33,4,4,2,0,0,3,2,3,2,1,1,3,1,0,0,1
2,12,3,0,22,0,2,2,1,0,2,2,3,1,1,2,2,1,1,0,1
3,6,2,2,17,0,2,1,0,0,2,1,2,2,0,1,2,1,0,0,1
0,18,2,2,24,0,0,4,0,0,1,2,2,2,1,1,0,1,0,0,0
3,18,4,1,38,0,3,3,0,0,1,2,2,2,1,2,2,1,0,0,1
0,18,2,2,36,0,1,1,1,0,4,2,2,2,0,1,2,1,0,0,1
1,18,2,2,30,0,3,2,1,0,4,0,4,2,0,1,2,1,0,0,1
3,18,4,3,60,0,4,3,0,0,4,2,3,2,1,2,2,1,1,0,1
3,60,4,0,137,4,4,2,0,0,4,3,6,0,2,1,3,1,1,0,1
0,48,1,9,76,0,3,2,1,2,4,2,3,2,0,1,2,1,0,0,0
3,18,3,3,23,0,0,2,0,0,3,0,3,2,1,2,2,1,0,0,1
3,7,3,3,8,4,4,3,0,0,4,3,3,2,2,1,2,1,0,0,1
3,6,4,0,3,1,2,4,1,0,4,2,5,2,1,2,1,1,0,0,1
1,18,2,1,129,0,0,3,1,0,4,3,3,2,2,1,3,1,1,0,0
3,22,2,0,12,4,3,4,1,0,4,1,2,2,0,1,2,1,0,0,1
3,18,4,3,22,0,2,2,1,0,1,2,2,2,1,2,2,1,0,0,1
3,18,2,3,11,4,1,4,1,0,2,0,2,2,0,1,2,1,1,0,1
1,18,4,2,73,0,0,4,0,0,4,1,4,1,1,2,3,1,1,0,1
1,15,4,9,23,2,2,2,0,0,4,2,2,0,1,1,2,1,0,0,1
3,9,2,9,14,0,3,3,1,0,2,2,2,2,1,2,2,1,0,0,1
3,18,2,0,18,0,2,2,0,0,2,1,3,2,1,1,3,1,1,0,1
0,6,4,3,19,0,3,1,1,0,4,2,3,2,1,1,2,1,0,0,1
3,9,4,2,24,0,0,2,0,0,3,2,3,2,1,1,3,1,0,0,1
0,12,2,2,25,0,0,3,1,0,4,3,5,2,2,1,3,1,0,0,1
1,12,2,0,12,0,4,1,0,0,1,0,4,2,0,2,2,1,0,0,0
3,24,4,3,15,3,2,4,1,0,1,0,4,2,1,2,1,1,0,0,1
3,18,2,3,14,0,1,3,0,0,4,0,3,2,1,1,2,1,1,0,1
1,18,4,9,18,4,2,4,0,0,4,0,2,0,1,2,2,1,0,0,1
3,14,3,0,8,0,2,4,0,0,2,2,2,2,1,2,1,1,0,0,1
1,18,3,0,28,4,4,4,0,0,4,2,4,2,1,1,2,2,0,0,1
1,24,2,3,20,0,1,1,0,0,1,1,2,2,1,1,2,1,1,0,0
3,24,4,1,21,4,3,4,0,0,4,2,4,2,1,2,2,2,1,0,1
0,15,2,3,10,0,1,4,0,0,2,0,2,2,1,1,2,1,0,1,1
3,24,2,3,32,2,4,3,0,0,2,2,2,2,1,1,3,1,1,0,1
2,12,4,0,9,2,3,4,0,0,2,0,2,2,1,3,2,1,1,0,0
1,24,2,3,19,0,4,4,1,0,4,2,2,2,1,1,2,1,1,0,1
3,12,4,9,22,0,0,4,0,0,2,2,4,1,1,2,3,1,1,0,0
3,10,2,0,15,2,2,3,0,0,2,3,4,2,0,1,1,2,0,1,1
0,24,2,0,13,4,2,4,1,0,2,1,3,2,1,1,2,1,0,0,0
0,12,2,0,25,0,1,4,0,0,1,0,3,2,1,1,1,2,0,0,0
1,18,2,0,10,4,2,4,1,0,2,1,3,2,1,1,2,1,0,0,0
3,15,2,0,31,3,3,2,1,0,3,2,2,2,0,1,2,1,0,0,1
1,12,2,1,20,4,2,4,0,0,2,2,3,2,1,1,2,1,0,0,1
3,21,3,2,15,1,3,4,0,0,3,0,3,2,1,2,3,1,0,0,1
1,12,2,2,27,4,4,1,1,0,2,1,2,0,1,1,2,1,1,0,0
1,18,2,1,27,0,2,1,0,0,3,2,2,2,0,1,2,1,1,0,1
3,18,4,3,11,3,2,4,0,0,3,0,4,2,1,2,2,1,0,0,1
3,9,2,2,13,0,4,1,0,0,4,2,2,2,1,1,2,1,0,0,1
0,18,4,5,11,0,0,2,1,0,4,3,5,2,2,3,0,2,0,0,0
3,5,2,9,34,0,3,1,0,0,4,0,7,2,1,1,1,1,0,0,1
0,6,4,2,18,0,0,4,0,0,4,3,3,2,2,3,3,1,1,0,1
3,24,4,5,20,0,2,4,0,0,2,0,3,2,1,2,2,1,1,0,1
0,9,2,2,21,0,2,3,0,0,2,0,2,2,1,1,2,1,0,0,1
1,12,2,3,14,4,2,2,0,0,1,0,2,2,1,1,2,1,1,0,0
3,6,2,5,6,2,3,2,0,0,4,0,2,2,0,1,1,1,0,0,1
3,24,4,0,12,3,4,4,1,0,4,0,3,2,1,2,2,1,1,0,1
0,42,4,5,33,0,0,4,0,1,4,2,6,2,1,2,0,1,0,0,1
3,12,2,0,18,0,4,4,0,0,4,2,3,2,1,1,3,1,1,0,1
1,20,3,10,26,0,2,2,0,0,3,2,2,0,1,2,2,1,1,0,1
3,12,2,6,7,0,4,4,0,0,4,2,4,0,1,1,1,2,0,0,0
1,48,4,2,50,0,2,2,1,0,3,2,3,2,1,1,3,1,1,0,0
0,36,2,0,18,0,1,4,1,0,4,2,3,2,1,1,2,1,1,0,0
1,7,2,3,25,0,2,2,0,2,2,0,3,2,1,1,2,1,0,0,1
2,12,2,2,14,4,4,3,1,0,4,0,5,2,1,1,3,1,1,0,1
1,15,3,5,15,3,2,3,0,0,3,1,6,1,1,2,2,1,0,0,0
3,36,4,1,110,4,2,4,0,0,2,2,3,2,1,1,3,1,1,0,1
3,6,2,3,5,0,2,3,1,0,1,0,2,2,1,1,2,1,0,0,1
3,12,0,2,27,0,4,2,0,0,4,1,3,2,1,2,2,1,0,0,1
3,24,2,1,26,0,4,4,0,0,4,2,3,2,1,1,3,1,1,0,1
3,24,2,1,26,0,1,4,1,0,1,3,2,2,1,1,3,1,1,0,1
0,11,4,0,39,0,2,2,0,0,2,0,3,2,0,2,2,2,0,0,1
0,12,2,1,33,0,4,3,0,0,4,3,3,2,2,1,2,1,1,0,0
3,18,2,3,45,0,1,3,0,0,2,2,3,2,1,1,2,1,1,0,1
0,15,2,0,17,0,1,2,0,0,3,0,3,2,1,1,2,1,0,0,1
1,12,2,2,30,0,1,3,1,0,1,0,3,2,0,1,3,1,0,0,1
1,12,2,8,7,4,4,4,0,0,4,1,3,2,1,2,2,1,0,0,1
3,18,2,9,19,0,3,4,0,0,1,2,3,1,1,2,2,1,1,0,1
0,24,3,3,16,0,1,4,1,0,2,2,2,2,0,1,1,1,1,0,0
1,24,2,3,30,1,1,3,0,0,2,2,2,2,0,1,2,1,1,0,0
0,6,2,6,4,0,1,4,1,0,4,1,2,2,1,1,2,1,0,0,0
0,9,2,0,6,0,2,4,0,0,3,2,2,2,1,1,1,1,0,0,0
3,6,2,8,12,4,0,4,0,0,4,1,3,2,1,1,3,2,1,0,1
1,18,4,3,12,0,2,4,0,0,2,2,3,2,1,1,2,1,0,0,0
3,39,2,1,25,2,2,4,0,0,4,2,2,2,1,1,2,1,0,0,1
2,24,2,3,51,0,3,4,0,0,2,2,2,0,1,1,2,1,0,0,1
0,15,4,2,14,0,4,4,0,0,4,2,4,2,1,2,2,2,1,0,1
1,12,4,3,35,0,2,1,1,0,1,0,2,2,1,1,1,1,0,0,1
1,24,2,0,12,0,1,4,0,0,1,1,2,2,1,1,2,1,0,0,1
0,30,2,2,36,3,4,4,1,0,4,1,5,2,0,2,2,1,1,0,1
3,15,3,2,9,3,3,3,1,0,2,1,3,2,1,2,2,1,0,0,1
